,premise,hypothesis,label,reviwers_output,confuse_sentence,low_quality
3261,"A pessoa está deitada na cama, segurando uma taça e pensativa com a mão no queixo",A pessoa está em pé e festejando com uma taça na mão.,0,Contradiction,OK,N
3262,Um indivíduo está usando um skate em uma rampa no parque,Um indivíduo está andando de bicicleta em uma rampa no parque.,0,Disagreement,OK,S
3263,Uma pizza fechada de parma com queijo brie é apresentada,A pizza fechada é acompanhada por uma salada verde.,2,Neutral,OK,N
3264,Duas mãos estão unidas formando um coração com os dedos,As mãos estão formando um coração contra um fundo azul,2,Neutral,OK,N
3265,Vários componentes estão sendo combinados em um tubo de ensaio por um cientista,Um cientista está trabalhando com um tubo de ensaio,1,Entailment,OK,N
3266,A raposa está explorando a floresta com destreza,A raposa tem uma pelagem vermelha.,2,Neutral,OK,N
3267,Uma xícara de café e uma caneta vaporizadora estão colocadas lado a lado em uma mesa branca,Há uma caneta vaporizadora e uma xícara de café na mesa,1,Entailment,OK,N
3268,Uma mulher está preparando café,A mulher está vestindo uma camiseta azul.,2,Neutral,OK,N
3269,A descrição alternativa foi selecionada para a semana,A descrição padrão é mantida para a próxima semana.,2,Neutral,OK,N
3270,"Pessoas estão desfrutando do clima ao ar livre, em um parque, perto de um lago, em um dia ensolarado",Há pessoas andando de bicicleta no parque.,2,Neutral,OK,N
3271,A janela do quarto está aberta e a cortina está balançando com o vento,A janela do quarto está fechada e a cortina está parada,0,Contradiction,OK,N
3272,As embalagens dos cremes estão dispostas sobre toalhas brancas,As embalagens dos cremes estão guardadas dentro de uma caixa,0,Contradiction,OK,N
3273,Os eventos agora têm um novo prazo para inscrições,Agora há mais tempo para se inscrever nos eventos,1,Entailment,OK,N
3274,Um imponente gato preto e um delicado gatinho branco estão repousando sobre um muro de tijolos,Um grande gato preto e um pequeno gatinho branco estão sobre um muro de tijolos,1,Entailment,OK,N
3275,Uma mulher loira de cabelo ondulado está passando condicionador no seu cabelo,Há uma loira cuidando do seu cabelo,1,Entailment,OK,N
3276,São vendidas necessaires e porta moedas com estampas de historinhas em quadrinhos,Necessaires e porta-moedas com estampas de historinhas em quadrinhos estão disponíveis para compra.,1,Entailment,OK,N
3277,Um homem está temperando um filé de peixe,Um filé de peixe está sendo temperado por um homem,1,Entailment,OK,N
3278,"Gotas estão caindo sobre o anis, liberando um aroma distinto",O anis está exalando um aroma distinto quando as gotas caem sobre ele,1,Entailment,OK,N
3279,"Livros escolares de matérias do ensino médio, como biologia, física e química, estão presentes",Há materiais educacionais para o ensino médio disponíveis.,1,Entailment,OK,N
3280,Uma criança está recolhendo uma concha do mar cristalino,Uma criança está largando uma concha na areia.,0,Contradiction,OK,N
3281,"Dois amigos estão sentados na praia, admirando o pôr do sol","Dois amigos estão sentados na praia, conversando sobre a vida",2,Neutral,OK,N
3282,As crianças estão usando roupas coloridas,As crianças estão nuas.,0,Contradiction,OK,N
3283,Porções individuais de camarão na moranga estão dispostas sobre a mesa,Não há camarão na moranga sobre a mesa,0,Contradiction,OK,N
3284,Um show está ocorrendo com uma multidão de pessoas e grandes bolas infláveis,Um show está acontecendo sem a presença de pessoas,0,Contradiction,OK,N
3285,Três garrafas de azeite extra virgem estão dispostas na prateleira da cozinha,Não há garrafas de azeite na prateleira da cozinha.,0,Contradiction,OK,N
3286,O homem está cortando cenouras.,Não há cenouras sendo cortadas.,0,Contradiction,OK,N
3287,"O alpinista admira a cascata de uma perspectiva inferior, com araucárias aparecendo ao fundo",O alpinista está usando equipamento de segurança,2,Neutral,OK,N
3288,Pessoas estão caminhando na rua,Há cachorros caminhando na rua.,2,Neutral,OK,N
3289,A mulher está sentada,A mulher está correndo,0,Contradiction,OK,N
3290,"Uma menina feliz está comendo melancia, simbolizando a ideia de alimentação saudável",A menina feliz está se alimentando de forma saudável,1,Entailment,OK,N
3291,A mulher está aplicando uma máscara multifuncional no rosto,A mulher está removendo a máscara do rosto.,0,Contradiction,OK,N
3292,Um cavalo-marinho azul e rosa é ilustrado num livro,O livro ilustrado é sobre vida marinha.,2,Neutral,OK,N
3293,Uma bela mulher com cabelos loiros e chapéu de palha está de pé próximo a algumas garrafas de vinho,Existe uma mulher loira com chapéu de palha perto de garrafas de vinho.,1,Entailment,OK,N
3294,Dois gatos pretos estão brincando na areia da praia,Os gatos pretos estão caçando ratos na areia.,2,Neutral,OK,N
3295,Uma mesa está servida com pratos regionais acompanhados de uma garrafa de refrigerante,Três pessoas estão sentadas em volta da mesa.,2,Neutral,OK,N
3296,Uma caixinha de presente contém doces natalinos,Doces natalinos estão em uma caixa de presente,1,Entailment,OK,N
3297,Não existe nenhum atleta de basquete arremessando uma bola de basquete na cesta,Um jogador de basquete está arremessando a bola na cesta,0,Contradiction,OK,N
3298,Um grupo de pessoas está reunido em círculo no palco,O grupo de pessoas está discutindo um assunto importante,2,Neutral,OK,N
3299,A mulher está preparando o bolo,A mulher está na cozinha fazendo um bolo,1,Disagreement,OK,S
3300,Um objeto vermelho está sendo chutado por um pequeno ser humano que está se divertindo em uma área de recreação,Um pequeno ser humano está se divertindo chutando um objeto vermelho.,1,Entailment,OK,N
3301,Está a venda uma blusa de renda nas mangas e cor creme,Uma blusa de cor creme com detalhes em renda nas mangas está disponível para compra,1,Entailment,OK,N
3302,O chão está sendo limpo por uma mulher,O chão está sujo.,0,Disagreement,OK,S
3303,Uma colcha rosa com estampa floral cobre a cama de casal,A colcha rosa é de algodão,2,Neutral,OK,N
3304,O espectador recebe como brinde copos temáticos do filme que assistiu,O espectador possui copos temáticos do filme que assistiu,1,Entailment,OK,N
3305,Três óculos com armação e lentes coloridas estão presentes,Não há óculos com lentes coloridas.,0,Confusing,P,S
3306,A praia está deserta ao amanhecer,A praia está cheia de pessoas ao amanhecer.,0,Contradiction,OK,N
3307,"Uma mulher está extremamente feliz, com os braços levantados e a língua para fora",A mulher está vestindo uma blusa roxa.,2,Neutral,OK,N
3308,Um garoto está cozinhando biscoitos,O garoto está ouvindo música enquanto cozinha.,2,Neutral,OK,N
3309,A loja possui produtos de cama e banho de várias marcas,A loja possui várias opções de toalhas de diferentes marcas.,1,Entailment,OK,N
3310,Existe na loja uma variedade de tintas automotivas e residenciais,Há um mix de tintas para carros e casas disponíveis na loja,1,Entailment,OK,N
3311,Um homem grisalho está sorrindo e fazendo contatos,O homem grisalho está sério e não está fazendo contatos.,0,Contradiction,OK,N
3312,Três adolescentes e um idoso estão andando na floresta.,Há três adolescentes e um idoso caminhando na floresta.,1,Entailment,OK,N
3313,Uma mulher se apresenta no palco durante um temporal forte,A mulher que está se apresentando é cantora.,2,Neutral,OK,N
3314,A pessoa está sentada no banco do carro e sorrindo,Alguém está sorrindo dentro de um carro,1,Entailment,OK,N
3315,Uma mulher está usando uma embalagem óleo corporal,Uma embalagem de óleo corporal está sendo utilizada por uma mulher,1,Entailment,OK,N
3316,Uma homem está de lado no espelho usando óculos de grau com armação metalizada,O homem tem barba.,2,Neutral,OK,N
3317,Uma mulher está discursando ao microfone com pessoas a observando,A mulher está em silêncio,0,Contradiction,OK,N
3318,Uma pequena garota está balançando em um balanço,Uma menina está se divertindo em um balanço,1,Entailment,OK,N
3319,Várias pessoas usando tênis estão caminhando no asfalto,Todos estão caminhando na grama.,0,Contradiction,OK,N
3320,Uma mulher está caminhando com seu cachorro na praça,A mulher está vestindo um casaco verde enquanto caminha com seu cachorro na praça,2,Neutral,OK,N
3321,O bolo está sendo preparado por um homem,Um homem está preparando o bolo.,1,Entailment,OK,N
3322,Um gato está miando,"O gato está fazendo um som característico dos felinos, chamado miado",1,Entailment,OK,N
3323,Um rapaz está falando ao microfone,O rapaz está vestindo uma camiseta azul.,2,Neutral,OK,N
3324,A mulher expressa que tudo se torna mais claro quando a noite cai e ela adormece,A mulher gosta de tomar chá antes de ir para a cama,2,Neutral,OK,N
3325,Um garoto está soltando pipa em uma praia,Há um garoto na praia com uma pipa,1,Entailment,OK,N
3326,Uma ilustração de neve dá a idéia de que um cenário real de neve está a caminho,A ilustração é feita com tintas aquarela.,2,Neutral,OK,N
3327,"Uma menina feliz está comendo melancia, simbolizando a ideia de alimentação saudável",A menina feliz adora frutas vermelhas,2,Neutral,OK,N
3328,O pacote de granola está centralizado na prateleira,O pacote de granola é orgânico,2,Neutral,OK,N
3329,Nenhum gato está brincando com novelo de lã.,Não há gatos brincando com novelos de lã.,1,Entailment,OK,N
3330,A turma de acessibilidade tirou uma selfie juntos na sala de aula,A turma de acessibilidade está feliz.,2,Neutral,OK,N
3331,Um homem está jogando uma maçã para um artista de circo,O homem não está jogando nada para o artista de circo.,0,Contradiction,OK,N
3332,Um garoto jovem está chutando uma bola de futebol em um gol improvisado,Uma bola de futebol está sendo chutada por um jovem garoto,1,Entailment,OK,N
3333,Um homem está ajoelhado em oração,Uma pessoa está rezando de joelhos,1,Entailment,OK,N
3334,Um menino sonolento está sentado ao lado de sua mãe no ônibus,O menino está sentado sozinho no ônibus,0,Contradiction,OK,N
3335,Um homem apaixonado por skate está deslizando pela rampa,O homem está usando um capacete enquanto anda de skate.,2,Neutral,OK,N
3336,Uma pantera está rondando o território,Uma pantera está em um território,1,Entailment,OK,N
3337,A pessoa mais amada pode ser a que menos merece esse amor,Ser amado é importante para a felicidade humana,2,Neutral,OK,N
3338,Não há vento agitando as folhas.,As folhas estão paradas.,1,Entailment,OK,N
3339,O professor está orientando o aluno,O aluno está estudando Matemática.,2,Neutral,OK,N
3340,Uma mão está segurando um frasco que contém cápsulas de cúrcuma,Uma mão está segurando um frasco vazio,0,Contradiction,OK,N
3341,"Parte do salão está arrumada com mesas e cadeiras, com luminárias de palha penduradas acima","O salão está vazio, sem mobília e sem iluminação",0,Contradiction,OK,N
3342,Um sanduíche de duas camadas com mussarela derretida é realçado por folhas de orégano fresco,O sanduíche tem queijo mussarela derretido e orégano.,1,Entailment,OK,N
3343,Um barco de papel está sobre a carteira escolar,Existe um barco de papel em cima de um móvel.,1,Entailment,OK,N
3344,Uma mulher jovem usa óculos com lentes transitions,A mulher jovem porta óculos de grau.,2,Neutral,OK,N
3345,"Hoje é o dia especial dedicado ao chocolate, uma comida muito amada pelos brasileiros",Hoje não é um dia especial para comida no Brasil,0,Contradiction,OK,N
3346,O inventário e a regularização de bens imóveis são requisitos necessários para a continuação de uma ação envolvendo casas de papel,O processo de regularização de bens imóveis pode ser um processo demorado.,2,Neutral,OK,N
3347,Duas fatias de pão estão ao lado de um potinho de molho em um prato preto,O prato preto está vazio,0,Contradiction,OK,N
3348,Um conjunto de mesa e cadeiras de alumínio está posicionado em um deck de piscina,Existe um conjunto de mesa e cadeiras no deck de uma piscina.,1,Entailment,OK,N
3349,Um estudo comprovou que lavar a louça pode ajudar a aliviar o estresse,Lavar a louça é uma atividade comum nas tarefas domésticas,2,Neutral,OK,N
3350,O tabelamento do frete dos caminhoneiros eleva a inflação,O tabelamento do frete dos caminhoneiros reduz a inflação,0,Contradiction,OK,N
3351,Um homem de relógio está passando seu bilhete QR Code no validador de uma estação,O homem de relógio está em uma estação,1,Entailment,OK,N
3352,Uma caixa de mini coxinhas está posicionada ao lado de um molho,Há uma caixa de mini coxinhas colocada próxima a um recipiente com molho,1,Entailment,OK,N
3353,Uma mulher está no topo de uma montanha.,Não há ninguém no topo da montanha.,0,Contradiction,OK,N
3354,Um garoto está rindo enquanto brinca com bolhas de sabão e um gato.,Um garoto está brincando com um cachorro no quintal.,2,Neutral,OK,N
3355,O taco de beisebol está sendo solto por uma mulher,O taco de beisebol está sendo seguro firmemente por uma mulher,0,Contradiction,OK,N
3356,Um balde com gelo contém latas de guaraná e está sobre uma toalha xadrez,Há latas de guaraná em um balde com gelo.,1,Entailment,OK,N
3357,A sala está cheia de equipamentos danificados,A sala pertence a uma antiga fábrica de tecidos,2,Neutral,OK,N
3358,Uma mulher e uma criança indígena são retratadas em uma pintura,A pintura mostra pessoas indígenas.,1,Entailment,OK,N
3359,O presidente está reunido com seus auxiliares,O presidente gosta de café.,2,Neutral,OK,N
3360,Um romano está usando um lenço de senhora,Um romano está em uma loja de acessórios femininos,2,Confusing,P,S
3361,Um estudo afirma que o riso é o remédio mais eficaz contra a dor,"Segundo um estudo, o riso não tem efeito sobre a dor",0,Contradiction,OK,N
3362,"Uma menina sorridente está sentada com as mãos levantadas, cercada por várias folhas","A menina está contente, sentada e com as mãos para o alto, em meio a muitas folhas.",1,Entailment,OK,N
3363,O garoto está voando de asa delta,O garoto tem um irmão mais novo,2,Neutral,OK,N
3364,As crianças estão usando roupas coloridas,As crianças estão brincando em um parque.,2,Neutral,OK,N
3365,"Estou em uma postura meditativa em cima de uma pedra, cercado por vegetação",Não estou em contato com a natureza.,0,Contradiction,OK,N
3366,Os gatos estão se movendo de um móvel para outro.,Os gatos estão parados em um único móvel.,0,Contradiction,OK,N
3367,A informação fornecida é insuficiente para criar um resumo,A informação dada está relacionada a um estudo científico,2,Neutral,OK,N
3368,Um homem vestido de Papai Noel está animado e olhando diretamente para a câmera,O homem vestido de Papai Noel está triste e evitando a câmera.,0,Contradiction,OK,N
3369,Um jantar às cegas aconteceu e o casal gostou bastante,O casal decidiu ir para casa após o jantar às cegas.,2,Neutral,OK,N
3370,O barco está navegando em alto mar.,O barco está em alto mar.,1,Entailment,OK,N
3371,Um gato está no sofá,O sofá é de cor vermelha.,2,Neutral,OK,N
3372,As pessoas ainda estão se curando de coisas sobre as quais não querem falar,As pessoas estão lidando com traumas não verbalizados,1,Entailment,OK,N
3373,Um pastor alemão com coleira está com a boca aberta e a língua para fora,Um pastor alemão parece estar ofegante,1,Entailment,OK,N
3374,"Reitores estão de pé atrás de uma mesa principal, posando com um acordo que acabaram de assinar",O acordo assinado pelos reitores é um acordo de paz.,2,Neutral,OK,N
3375,A apresentadora está na mesa do jornal com a sala de comando ao fundo,A apresentadora está de pé em um estúdio sem qualquer mesa ou sala de comando.,0,Contradiction,OK,N
3376,Um skatista está executando uma manobra em um half-pipe coberto de grafites coloridos,Alguém está fazendo uma manobra de skate em um half-pipe,1,Entailment,OK,N
3377,O garoto de óculos escuros gosta de nadar no mar.,O garoto de óculos escuros tem um peixe de estimação,2,Neutral,OK,N
3378,"Um garoto adolescente está usando uma sunga vermelha listrada, um boné de surfista azul e branco e tem óculos de mergulho pretos pendurados em seu pescoço",O garoto adolescente está jogando vôlei de praia,2,Neutral,OK,N
3379,Alguém está comendo um sanduíche,A pessoa está comendo o sanduíche em casa.,2,Neutral,OK,N
3380,"O compositor ,vestindo um terno preto e uma gravata borboleta branca, olha para sua direita",O compositor vestindo terno preto e gravata borboleta branca está olhando para a esquerda,0,Contradiction,OK,N
3381,Judocas da Seleção Brasileira se encontram com judocas japoneses no tatame,Os judocas brasileiros e japoneses nunca se encontram.,0,Contradiction,OK,N
3382,Não tem nenhum cão mordendo um humano,Um cão está atacando uma pessoa.,0,Contradiction,OK,N
3383,A turma de um de nossos cursos está com as professoras à frente apresentando um conteúdo,A turma de um de nossos cursos está numa sala bem iluminada.,2,Neutral,OK,N
3384,Um menino e uma menina estão sorrindo e brincando de medir sua altura,Um menino e uma menina estão jogando bola,2,Disagreement,OK,S
3385,A bicicleta está subindo a montanha em um ritmo lento.,A bicicleta é vermelha.,2,Neutral,OK,N
3386,Um peixe está repousando suas nadadeiras na areia,Um peixe está nadando no mar,0,Contradiction,OK,N
3387,O guerreiro monta um cavalo branco para lutar contra um dragão verde em um estilo de arte infantil,O guerreiro tem uma espada em suas mãos,2,Neutral,OK,N
3388,Um bebê vestido com um macacão de ursinhos rosa brinca com um chocalho enquanto está deitado em uma cadeira para bebês,Não há nenhum bebê deitado em uma cadeira brincando com um chocalho,0,Contradiction,OK,N
3389,"A tabela compara os sintomas distintos do coronavírus, resfriado, gripe comum e tuberculose",A tabela mostra o número de casos de coronavírus no mundo,2,Neutral,OK,N
3390,O homem confere a hora no seu relógio dourado,O homem não tem um relógio,0,Contradiction,OK,N
3391,Um grupo de bailarinos está parado aguardando o início do espetáculo,Os bailarinos estão dançando.,0,Contradiction,OK,N
3392,Alunos estão jogando handebol na quadra da escola,A quadra da escola está vazia,0,Contradiction,OK,N
3393,"Um homem está sentado em uma pedra, com os braços abertos para o horizonte",Um homem está admirando o horizonte,1,Entailment,OK,N
3394,Uma mão está usando um pegador para virar um pedaço de carne na grelha sobre brasas,A carne está sendo cozida em uma grelha sobre brasas.,1,Entailment,OK,N
3395,Um pequeno garoto está brincando em um balanço pintado de azul e verde,O balanço que o garoto está brincando é vermelho e amarelo,0,Contradiction,OK,N
3396,A pessoa está vestindo um kimono preto de meia manga,A pessoa não está usando kimono,0,Contradiction,OK,N
3397,Um guarda-volumes está disponível para segurança e conforto dos usuários,O guarda-volumes é azul.,2,Neutral,OK,N
3398,O garoto adora azul e não está usando bonés para jovens,O garoto adora cores vibrantes.,2,Neutral,OK,N
3399,A garota está usando um capacete ao segurar o skate no parque,A menina está segurando um skate e usa um capacete no parque,1,Entailment,OK,N
3400,"Homens e mulheres estão vestidos com elementos típicos de festas juninas, como chapéus e camisas xadrez",Pessoas estão usando roupas tradicionais de festa junina,1,Entailment,OK,N
3401,A garota está em um parque infantil,Uma criança está em um lugar para brincar ao ar livre.,1,Disagreement,OK,S
3402,Não há nenhum gato escalando uma montanha em uma trilha formada por pedras deslizadas,Há um cachorro correndo em uma trilha formada por pedras deslizadas em uma montanha.,2,Neutral,OK,N
3403,Um computador está exibindo um vídeo ao vivo sobre acolhimento e empatia,O computador está desligado,0,Contradiction,OK,N
3404,Um indivíduo está deslizando de skate por uma rampa em um dia ensolarado no parque.,O indivíduo está usando tênis vermelhos.,2,Neutral,OK,N
3405,Uma cesta de batatas está sobre um pano cinza em uma superfície de madeira com uma batata descascada ao lado,A cesta de batatas está sobre uma mesa de madeira em uma cozinha.,2,Neutral,OK,N
3406,A mulher não está verificando suas mensagens.,A mulher não está usando seu smartphone.,1,Disagreement,OK,S
3407,Duas grandes oliveiras são iluminadas pelo sol,As oliveiras estão em um local sem iluminação solar,0,Contradiction,OK,N
3408,Um homem negro sorri para a câmera enquanto coça a barba,O homem está fazendo uma careta para a câmera,2,Neutral,OK,N
3409,Um homem está tocando o violino,Não há ninguém tocando violino.,0,Contradiction,OK,N
3410,O cachorro estava latindo alto na rua.,O cachorro é da raça pastor alemão.,2,Neutral,OK,N
3411,Uma árvore de Natal está em exibição,Não há árvore no local.,0,Disagreement,OK,S
3412,Uma vaga de estágio está sendo anunciada em um post da empresa,A empresa não está anunciando nenhuma vaga de estágio.,0,Contradiction,OK,N
3413,Um cavalo-marinho azul e rosa é ilustrado num livro,Um livro contém a ilustração de um cavalo-marinho de cor azul e rosa.,1,Entailment,OK,N
3414,Um artista não está pintando em um estúdio,O artista está fora do estúdio.,1,Entailment,OK,N
3415,Quatro amigos estão conversando na arquibancada de uma quadra esportiva após o término de um jogo,Um dos amigos está segurando uma bola de basquete enquanto conversam,2,Neutral,OK,N
3416,Existem mulheres preparando a massa para o jantar.,"As mulheres estão apenas assistindo TV, e não estão preparando a comida.",0,Contradiction,OK,N
3417,Eu e minha irmã estivemos no clube juntas,Estive no clube com minha irmã,1,Entailment,OK,N
3418,Um influenciador digital está posando ao ar livre em um conjunto de blusa e saia jeans,Um influenciador digital está usando um chapéu de cowboy enquanto posa para uma foto ao ar livre,2,Neutral,OK,N
3419,Uma mulher com uma expressão serena usa brincos em formato de coração,Uma mulher com cabelos curtos está usando um colar de prata,2,Neutral,OK,N
3420,Duas crianças estão participando de uma festa de Natal,Duas crianças estão numa festa.,1,Entailment,OK,N
3421,Uma mulher está correndo ao ar livre para se exercitar antes de ir para o trabalho,A mulher está fazendo exercícios ao ar livre antes do trabalho,1,Entailment,OK,N
3422,"A papelaria tem diversos modelos de cadernos, canetas e lápis","A papelaria possui uma variedade de canetas, lápis e cadernos",1,Entailment,OK,N
3423,"A papelaria tem diversos modelos de cadernos, canetas e lápis","A papelaria não vende nenhum tipo de caderno, caneta ou lápis",0,Contradiction,OK,N
3424,Os animais foram abandonados por um carro branco,Um carro branco abandonou alguns animais.,1,Entailment,OK,N
3425,O garoto está deletando o projeto de outro estudante do computador,O garoto está jogando um jogo no computador,2,Neutral,OK,N
3426,Um homem está cercado por notas de dólar voando ao seu redor,"O homem está sozinho, sem notas de dólar ao redor dele.",0,Contradiction,OK,N
3427,Um álbum contém dedicatórias escritas por vários autores,Vários autores escreveram dedicatórias em um álbum,1,Entailment,OK,N
3428,Um atleta de futebol está chutando uma bola no gol,O atleta de futebol está participando de um treino.,2,Neutral,OK,N
3429,Um garoto está jogando bola na calçada ao lado da casa,O garoto está na calçada ao lado da casa jogando bola,1,Entailment,OK,N
3430,Uma mulher de shorts está correndo em uma pista de atletismo,A mulher está sentada descansando na pista de atletismo.,0,Contradiction,OK,N
3431,A maré alta ocorre na orla da capital,A maré baixa está acontecendo na orla da capital,0,Contradiction,OK,N
3432,O arranha-céu revestido por um arco-íris de matizes está vazio sem ninguém por perto,O arranha-céu revestido por um arco-íris de matizes está cheio de pessoas,0,Contradiction,OK,N
3433,Quatro grupos de pessoas estão reunidos com alimentos empacotados,Existem pessoas reunidas e há alimentos embalados presentes.,1,Entailment,OK,N
3434,O cantor e o escritor estão no palco,Apenas o cantor está no palco,0,Contradiction,OK,N
3435,Uma pesquisa indica que passar um tempo na natureza pode potencializar a criatividade,Aumentar o tempo ao ar livre pode potencializar a criatividade,1,Entailment,OK,N
3436,Uma aeronave está sobrevoando um céu azul com algumas nuvens,O piloto da aeronave tem 30 anos de experiência em voo.,2,Neutral,OK,N
3437,"Um cartão verde apresenta informações como bairro, serviço oferecido, contato de telefone e uma foto do produto produzido",O cartão verde contém detalhes sobre o produto produzido,1,Entailment,OK,N
3438,Os funcionários estão na comemoração junto de seus filhos e familiares,Os funcionários estão passando um tempo com seus familiares,1,Entailment,OK,N
3439,Uma profissional de saúde está se preparando para aplicar uma vacina,Uma profissional de saúde está se preparando para fazer um procedimento médico,1,Entailment,OK,N
3440,Duas garrafas de vinho estão posicionadas em frente à tela de um computador,As garrafas de vinho são da marca X.,2,Neutral,OK,N
3441,O post mostra uma sandália nude com uma tira trançada e detalhes dourados na parte frontal,A sandália do post é muito confortável.,2,Neutral,OK,N
3442,Sementes de abóbora estão armazenadas numa garrafa pet,As sementes estão em uma garrafa pet.,1,Entailment,OK,N
3443,A equipe de voluntários e da defesa civil está posicionada ao lado das barracas,A equipe de voluntários e da defesa civil está servindo comida para as pessoas,2,Neutral,OK,N
3444,Crianças uniformizadas estão entrando na escola,Crianças estão entrando em um parque de diversões.,0,Disagreement,OK,S
3445,Uma pessoa está em posição de lótus meditando,Uma pessoa está em silêncio na posição de lótus,2,Neutral,OK,N
3446,A pessoa está realizando um detox social ao se distanciar de indivíduos tóxicos,A pessoa está se concentrando em autoaperfeiçoamento e bem-estar pessoal,2,Neutral,OK,N
3447,O homem está espremendo limões em uma jarra feita de cerâmica,A jarra de cerâmica está sendo preenchida com suco de limão,1,Entailment,OK,N
3448,Duas crianças alegres vestem pijamas com desenhos,Há crianças vestindo pijamas,1,Entailment,OK,N
3449,O homem usando um gorro vermelho e um sobretudo preto está rindo sob a chuva,O homem tem olhos azuis,2,Neutral,OK,N
3450,"Os viajantes estão caminhando pela trilha próxima a um lago cristalino, que é encantador",Os viajantes estão tirando fotos.,2,Neutral,OK,N
3451,Um garoto de verde e azul está segurando uma pipa multicolorida,Existe uma pipa multicolorida sendo segurada por um garoto.,1,Entailment,OK,N
3452,O homem veste uma alpargata nas cores caramelo e branco,O homem está descalço.,0,Contradiction,OK,N
3453,Um prato está sendo coberto com molho por um chef,Um garçom está servindo o prato que o chef cobriu com molho,2,Neutral,OK,N
3454,Um homem está jogando uma maçã para um artista de circo,Uma maçã está sendo jogada.,1,Entailment,OK,N
3455,Agentes de trânsito estão realizando uma blitz,Não existe fiscalização de trânsito acontecendo,0,Contradiction,OK,N
3456,O mar hoje está esverdeado com espuma branca,Existe espuma branca na água do mar.,1,Entailment,OK,N
3457,As alpinistas estão usando equipamento de segurança.,As alpinistas estão escalando sem qualquer equipamento de segurança.,0,Contradiction,OK,N
3458,As crianças estão brincando de pega-pega no campo,Há crianças brincando no campo,1,Entailment,OK,N
3459,Há uma pessoa pintando a tela enquanto sorri.,A pessoa está usando um chapéu enquanto pinta a tela.,2,Neutral,OK,N
3460,Os indivíduos estão navegando de caiaque e pagaiando,Ninguém está em um caiaque,0,Contradiction,OK,N
3461,Uma criança está sentada em um assento de elevação no banco traseiro de um carro,Não há crianças sentadas em assentos de elevação no banco traseiro de um carro,0,Contradiction,OK,N
3462,O gato está descansando tranquilamente no sofá da varanda,O felino está repousando no sofá localizado na varanda.,1,Entailment,OK,N
3463,A pessoa está em segundo plano orando pelas pessoas que estão em primeiro plano,A pessoa em segundo plano está ajoelhada.,2,Neutral,OK,N
3464,A mulher está sentada,A mulher não está de pé,1,Entailment,OK,N
3465,Uma mulher está alimentando três gatos,Nenhuma mulher está alimentando os gatos,0,Contradiction,OK,N
3466,Uma sacola com estampa do fundo do mar está pendurada na cadeira,Não há nada pendurado na cadeira.,0,Contradiction,OK,N
3467,O vinho está sendo servido na taça pelo homem,O homem não está servindo vinho,0,Contradiction,OK,N
3468,"Um homem está abraçando um menino, demonstrando que é perfeitamente aceitável para os homens mostrarem emoção",Um homem está reprimindo suas emoções ao abraçar um menino,0,Contradiction,OK,N
3469,Um caminhão de bombeiros está estacionado em frente a um hospital com bombeiros usando mangueiras para apagar um incêndio,Um caminhão de bombeiros está em movimento e nenhum bombeiro usa mangueira para apagar incêndio em um hospital,0,Contradiction,OK,N
3470,Dois celulares exibem a atualização recente de nosso aplicativo,O aplicativo pertence a uma empresa de tecnologia,2,Neutral,OK,N
3471,"A tabela compara os sintomas distintos do coronavírus, resfriado, gripe comum e tuberculose","Há diferenças nos sintomas entre coronavírus, resfriado, gripe comum e tuberculose",1,Entailment,OK,N
3472,Um menino está abraçando uma mulher ao ar livre,Um menino está dando um abraço em uma mulher em um ambiente externo,1,Entailment,OK,N
3473,O guerreiro monta um cavalo branco para lutar contra um dragão verde em um estilo de arte infantil,O guerreiro está montado em um cavalo branco pronto para combater o dragão verde,1,Entailment,OK,N
3474,O sol está nascendo sobre uma plantação de trigo,Há um espantalho na plantação de trigo.,2,Neutral,OK,N
3475,A publicação foi feita no dia da seletiva,Houve uma publicação no dia em que ocorreu a seletiva.,1,Entailment,OK,N
3476,"A receita de arroz doce inclui cravo, cardamomo e açúcar queimado",A preparação do arroz doce leva aproximadamente 40 minutos.,2,Neutral,OK,N
3477,Um estudo revela que o cheiro de recém-nascidos é viciante para as mães,O cheiro dos recém-nascidos desagrada as mães.,0,Contradiction,OK,N
3478,"Um homem e uma mulher estão sentados à mesa, assinando um papel",O homem e a mulher estão discutindo os termos de um contrato,2,Neutral,OK,N
3479,"A modelo está usando uma blusa vermelha de mangas soltas, calça preta e salto preto",A modelo tem cabelo castanho.,2,Neutral,OK,N
3480,O homem prepara um contra filé orgânico  para o almoço,O homem gosta de ouvir música enquanto cozinha.,2,Neutral,OK,N
3481,Uma mulher está tocando piano.,A mulher tem cabelos longos.,2,Neutral,OK,N
3482,Um gato preto e branco com um laço vermelho e azul está pulando agilmente,O gato preto e branco tem um laço vermelho e azul no pescoço.,2,Neutral,OK,N
3483,A família planeja viajar para o litoral no próximo feriado,A família vai passar o próximo feriado em casa,0,Contradiction,OK,N
3484,Um grupo de pessoas está sentado em círculo,Várias pessoas estão sentadas formando uma forma circular.,1,Entailment,OK,N
3485,A mulher sorri para a atendente da farmácia ao retirar seu medicamento,A mulher agradece a atendente da farmácia pelo bom atendimento,2,Neutral,OK,N
3486,Um pequeno garoto está pulando alegremente sobre poças d'água após a chuva,Uma criança está saltando com alegria em poças de água formadas após a chuva,1,Entailment,OK,N
